,Mission Area,Office/Division/National Program,Program,Program Category,URL,Domain,Description,Notes,Program Types,Cost/Budget,KPI,Inactive?,Broken Link on portal,Not a program?,Reviewed By
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,"Bioeconomy, Bioenergy, & Bioproducts (B3) Programs",Grant Programs,https://nifa.usda.gov/program/bioeconomy-bioenergy-bioproducts-b3-programs,nifa.usda.gov,"The Bioeconomy, Bioenergy, Bioproduct (B3) Program Portfolio supports research, extension, and education related to the enhancement of rural economic development, climate change, environmental services, and food and energy security. The program aims to facilitate the development of sustainable regional production systems for biofuels, biopower, and biobased products, for increased rural economic vitality and national energy security through partnerships and collaboration.",,Grants,,,,,,Erik Bethke
National Institute of Food and Agriculture (NIFA),"Research, Education and Economics",,Rural Health and Safety,Emphasis Area Programs,https://nifa.usda.gov/program/rural-health-and-safety,nifa.usda.gov,"NIFA helps enhance rural health and safety through research, education, and extension, in collaboration with the Regional Rural Development Centers, their many partners in the land-grant university system, and in communities across the country. NIFA promotes rural health and safety through national program leadership, funding for integrated research, education, and extension activities, and strategic partnerships and collaborations.",,Emphasis Area,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Agricultural Conservation Easement Program (ACEP),Conservation Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/easements/acep/,nrcs.usda.gov,"The Agricultural Conservation Easement Program (ACEP) provides financial and technical assistance to help conserve agricultural lands and wetlands and their related benefits. Under the Agricultural Land Easements component, NRCS helps American Indian tribes, state and local governments and non-governmental organizations protect working agricultural lands and limit non-agricultural uses of the land.  Under the Wetlands Reserve Easements component, NRCS helps to restore, protect and enhance enrolled wetlands.",,Conservation,"$234,000,000",,,,,
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Agriculture Conservation Experienced Services (ACES) Program,Conservation Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/farmbill/?cid=stelprdb1242733,nrcs.usda.gov,"NRCS enters into agreements with nonprofit organizations that provide ACES workers on a part-time or full-time basis.  NRCS provides funds, office space, position descriptions, work assignments and oversight for the ACES positions, while the nonprofit organization handles advertising, recruiting, hiring and payroll for each position.",,Conservation,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Mississippi River Basin Healthy Watershed Initiative,Environmental Protection,https://www.nrcs.usda.gov/wps/portal/nrcs/detailfull/national/home/?cid=STELPRDB1048200,nrcs.usda.gov,"The 13-state initiative builds on the cooperative work of NRCS and its conservation partners in the basin, and offers agricultural producers in priority watersheds the opportunity for voluntary technical and financial assistance.",,Environmental Protection,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Great Lakes Restoration Initiative,Environmental Protection,https://www.nrcs.usda.gov/wps/portal/nrcs/detailfull/national/programs/?&cid=nrcsdev11_023903,nrcs.usda.gov,"Through Farm Bill conservation programs, NRCS provides technical and financial assistance to landowners, enabling them to make conservation improvements to their land. This assistance helps them plan and implement a variety of conservation practices, such as planting cover crops, adopting no-till, removing invasive plants and restoring wetlands.
NRCS targets GLRI funds to watersheds that could have the biggest impacts on improving water quality. Some of the watersheds include the Genesee River in New York, the Lower Fox River and Green Bay, the Western Lake Erie Basin and the Saginaw Bay Basin.",,Environmental Protection,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation of Private Grazing Land,Conservation Technical Assistance Program and Activities,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/technical/cpgl/,nrcs.usda.gov,"The Conservation of Private Grazing Land (CPGL) initiative will ensure that technical, educational, and related assistance is provided to those who own private grazing lands. It is not a cost share program. This technical assistance will offer opportunities for: better grazing land management; protecting soil from erosive wind and water; using more energy-efficient ways to produce food and fiber; conserving water; providing habitat for wildlife; sustaining forage and grazing plants; using plants to sequester greenhouse gases and increase soil organic matter; and using grazing lands as a source of biomass energy and raw materials for industrial products.",,Conservation,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Reserve Program,Conservation Technical Assistance Program and Activities,http://www.apfo.usda.gov/FSA/webapp?area=home&subject=copr&topic=crp,#VALUE!,"The Conservation Reserve Program (CRP) is a land conservation program administered by the Farm Service Agency (FSA). In exchange for a yearly rental payment, farmers enrolled in the program agree to remove environmentally sensitive land from agricultural production and plant species that will improve environmental health and quality. Contracts for land enrolled in CRP are 10-15 years in length. The long-term goal of the program is to re-establish valuable land cover to help improve water quality, prevent soil erosion, and reduce loss of wildlife habitat.",,Conservation,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Technical Assistance,Conservation Technical Assistance Program and Activities,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/technical/cta/,nrcs.usda.gov,"The CTA Program provides land users with proven conservation technology and the delivery system needed to achieve the benefits of a healthy and productive landscape. The primary purposes of the CTA Program are to:
Reduce soil loss from erosion
Solve soil, water quality, water conservation, air quality, and agricultural waste management problems
Reduce potential damage caused by excess water and sedimentation or drought
Enhance the quality of fish and wildlife habitat
Improve the long term sustainability of all lands, including cropland, forestland, grazing lands, coastal lands, and developed and/or developing lands
Assist others in facilitating changes in land use as needed for natural resource protection and sustainability",,Conservation,"$668,000,000",,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Grazing Lands Conservation Initiative,Conservation Technical Assistance Program and Activities,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/people/partners/glci/,nrcs.usda.gov,"The Grazing Land Conservation Initiative (GLCI) is a nationwide collaborative process of individuals and organizations working to maintain and improve the management, productivity, and health of the Nation's privately owned grazing land. This process has formed coalitions that represent the grass root concerns that impact private grazing land. The coalitions actively seek sources to increase technical assistance and public awareness activities that maintain or enhance grazing land resources.",,Conservation,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Agricultural Management Assistance,Environmental Improvement Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/detailfull/national/programs/financial/ama/?cid=stelprdb1042016,nrcs.usda.gov,"The Agricultural Management Assistance (AMA) provides financial and technical assistance to agricultural producers to voluntarily address issues such as water management, water quality, and erosion control by incorporating conservation into their farming operations.Producers may construct or improve water management structures or irrigation structures; plant trees for windbreaks or to improve water quality; and mitigate risk through production diversification or resource conservation practices, including soil erosion control, integrated pest management, or transition to organic farming.AMA is available in 16 states where participation in the Federal Crop Insurance Program is historically low: Connecticut, Delaware, Hawaii, Maine, Maryland, Massachusetts, Nevada, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Utah, Vermont, West Virginia, and Wyoming.",,Environmental Protection,$0,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Regional Conservation Partnership Program (RCPP),Environmental Improvement Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/farmbill/rcpp/?cid=stelprdb1242732,nrcs.usda.gov,"The Regional Conservation Partnership Program (RCPP) offers new opportunities for the NRCS, conservation partners and agricultural producers to work together to harness innovation, expand the conservation mission and demonstrate the value and efficacy of voluntary, private lands conservation.",,Environmental Protection,"$93,000,000",,Yes,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Environmental Quality Incentives Program,Environmental Improvement Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/financial/eqip/,nrcs.usda.gov,"From weather to pests, and from a lack of time to markets, each American farmer faces a unique set of challenges. The Environmental Quality Incentives Program (EQIP) helps agricultural producers confront those challenges – all while conserving natural resources like soil, water and air.
This voluntary conservation programs helps producers make conservation work for them. Together, NRCS and producers invest in solutions that conserve natural resources for the future while also improving agricultural operations. ",,Environmental Protection,"$1,412,000,000",,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Water Bank Program (WBP),Environmental Improvement Programs,https://www.federalregister.gov/documents/2015/06/09/2015-13992/water-bank-program,federalregister.gov,"The purpose of the program is to conserve water, preserve and improve the condition of migratory waterfowl habitat and other wildlife resources, and secure other wildlife benefits through 10-year land use agreements with landowners and operators in important migratory waterfowl nesting and breeding areas. Unlike other Federal wetland laws, the Water Bank Act defines wetlands in accordance with Department of the Interior Circular 39, “Wetlands of the United States.” WBP agreements encompass inland fresh wetland areas (types 1 through 7) as described in Circular 39, artificially developed inland fresh water areas that meet the description of inland fresh wetland areas (types 1 through 7), and other wetland types designated by the Secretary.",Website under construction: https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/financial/?&cid=stelprdb1047790,Environmental Protection,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Wildlife Habitat Incentive Program (not reauthorized under 2014 Farm Bill),Environmental Improvement Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/financial/whip/,nrcs.usda.gov,"The Agricultural Act of 2014 (enacted on February 7, 2014) repealed the Wildlife Habitat Incentive Program (WHIP).
NRCS will continue to support existing active WHIP contracts entered into prior to passage of the Agricultural Act of 2014, using the rules and policy in effect at the time of contract obligations.
Portions of the WHIP Statute were rolled into the Environmental Quality Incentives Program (EQIP). Anyone still interested in applying for wildlife projects in programs should go to the EQIP web page.",,Environmental Protection,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Stewardship Program,Environmental Protection,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/financial/csp/,nrcs.usda.gov,"Our Conservation Stewardship Program (CSP) helps you build on your existing conservation efforts while strengthening your operation.  Whether you are looking to improve grazing conditions, increase crop yields, or develop wildlife habitat, we can custom design a CSP plan to help you meet those goals. We can help you schedule timely planting of cover crops, develop a grazing plan that will improve your forage base, implement no-till to reduce erosion or manage forested areas in a way that benefits wildlife habitat.  If you are already taking steps to improve the condition of the land, chances are CSP can help you find new ways to meet your goals.",,Environmental Protection,"$1,401,000,000",,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Emergency Watershed Protection Program (Recovery Assistance),Environmental Protection,https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/landscape/ewpp/?cid=nrcseprd1381472,nrcs.usda.gov,"The Emergency Watershed Protection (EWP) Program allows communities to quickly address serious and long-lasting damages to infrastructure and to the land. The program’s timelines for assistance ensures NRCS must act quickly to help local communities cope with adverse impacts resulting from natural disasters. All projects must demonstrate that they reduce threats to life and property; be economically, environmentally and socially sound and must be designed to acceptable engineering standards. The EWP Program also allows NRCS to establish non-traditional partnerships with sponsors to complete projects.",,Environmental Protection,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Watershed and Flood Prevention Operations Program,Environmental Protection,https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/landscape/wfpo/?cid=nrcs143_008271,nrcs.usda.gov,"The Watershed Protection and Flood Prevention Program helps units of federal, state, local and tribal of government (project sponsors) protect and restore watersheds up to 250,000 acres.
This program provides for cooperation between the Federal government and the states and their political subdivisions to work together to prevent erosion; floodwater and sediment damage; to further the conservation development, use and disposal of water; and to further the conservation and proper use of land in authorized watersheds.",Also know as the Watershed and Flood Prevention Operations (WFPO) Program,Environmental Protection,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Watershed Surveys and Planning,Environmental Protection,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/landscape/wsp/,nrcs.usda.gov,"The Watershed and Flood Prevention Act, P.L. 83-566 (PDF, 42 KB), August 4, 1954, (16 U.S.C. 1001-1008) authorized this program. Prior to fiscal year 1996, small watershed planning activities and the cooperative river basin surveys and investigations authorized by Section 6 of the Act were operated as separate programs. The 1996 appropriations act combined the activities into a single program entitled the Watershed Surveys and Planning program. Activities under both programs are continuing under this authority.",,Environmental Protection,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Watershed Rehabilitation Program,Environmental Protection,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/landscape/wr/,nrcs.usda.gov,"The Watershed Rehabilitation Program helps project sponsors rehabilitate aging dams that are reaching the end of their 50-year design lives.  This rehabilitation addresses critical public health and safety concerns.  Since 1948, NRCS has assisted local sponsors in constructing more than 11,800 dams.",,Environmental Protection,$0,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Emergency Watershed Protection Program (Floodplain Easements),Conservation Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/financial/ewp/?cid=nrcs143_008225,nrcs.usda.gov,"The Emergency Watershed Protection - Floodplain Easement (EWP-FPE) option offers an alternative method to traditional EWP Program Recovery. USDA’s Natural Resources Conservation Service (NRCS) recommends this option to landowners and others where acquiring an easement is the best approach (more economical and prudent) to reduce threat to life and/or property.
A major goal of EWP–FPE is to restore the land, to the maximum extent possible, to its natural condition. Restoration techniques include the use of structural and non-structural practices to restore the flow and storage of floodwaters, control erosion, and to improve management of the easement.",,Conservation,$0,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Farm and Ranch Lands Protection Program,Conservation Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/easements/farmranch/,nrcs.usda.gov,"The Farm and Ranch Lands Protection Program (FRPP) provided matching funds to help purchase development rights to keep productive farm and ranchland in agricultural uses. Working through existing programs, USDA partnered with State, tribal, or local governments and non-governmental organizations to acquire conservation easements or other interests in land from landowners. USDA provided up to 50 percent of the fair market easement value of the conservation easement.","Crossed off list of programs, site under construction",Conservation,,,Yes,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Grassland Reserve Program,Conservation Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/easements/grassland/,nrcs.usda.gov,"The Agricultural Act of 2014 establishes the Agricultural Conservation Easement Program (ACEP).
It repeals FRPP, GRP, and WRP but does not affect the validity or terms of any FRPP, GRP, or WRP contract, agreement or easement entered into prior to the date of enactment on February 7, 2014 or any associated payments required to be made in connection with an existing FRPP, GRP, or WRP contract, agreement or easement.",,Conservation,,,Yes,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Healthy Forests Reserve Program,Conservation Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/easements/forests/,nrcs.usda.gov,"The Healthy Forests Reserve Program (HFRP) helps landowners restore, enhance and protect forestland resources on private lands through easements and financial assistance. HRFP aids the recovery of endangered and threatened species under the Endangered Species Act, improves plant and animal biodiversity and enhances carbon sequestration.  ",,Conservation,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Wetlands Reserve Program,Conservation Programs,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/easements/wetlands/,nrcs.usda.gov,"The USDA Natural Resources Conservation Service (NRCS) provided technical and financial support to help landowners with their wetland restoration efforts through WRP. 

This program offered landowners an opportunity to establish long-term conservation and wildlife practices and protection.

The goal of NRCS was to achieve the greatest wetland functions and values, along with optimum wildlife habitat, on every acre enrolled in the program.  ",,Conservation,,,Yes,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Farmland Protection Policy Act,Community Assistance Programs and Activities,https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/landuse/fppa/?cid=nrcs143_008275,nrcs.usda.gov,"The FPPA is intended to minimize the impact Federal programs have on the unnecessary and irreversible conversion of farmland to nonagricultural uses. It assures that to the extent possible federal programs are administered to be compatible with state, local units of government, and private programs and policies to protect farmland. Federal agencies are required to develop and review their policies and procedures to implement the FPPA every two years.",,Benefits & Financial Assistance,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,"Small, Limited, and Beginning Farmer Assistance",Community Assistance Programs and Activities,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/people/outreach/slbfr/,nrcs.usda.gov,"The Food, Conservation, and Energy Act of 2014 (2014 Agricultural Act) continues to address the unique circumstances and concerns of socially disadvantaged farmers and ranchers, as well as beginning and limited resource farmers and ranchers. It provides for voluntary participation, offers incentives, and focuses on equity in accessing U.S. Department of Agriculture (USDA) programs and services. Enhancements include streamlined delivery of technical and financial assistance; improved programs and services; and flexibility in decision making (with most decisions made at the Tribal, State, or local level).",,Benefits & Financial Assistance,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Tribal Government Assistance,Community Assistance Programs and Activities,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/people/outreach/tribal/,nrcs.usda.gov,"The Natural Resources Conservation Service (NRCS) provides conservation programs and technical services to American Indians, Alaska Natives and Tribal governments.  This is done through 45 full-time and 30 part-time field offices on Indian lands and through numerous other field offices located off of Indian lands.  Working with the Intertribal Agricultural Council (IAC) and Indian Nations Conservation Alliance (INCA) NRCS has assisted with the establishment of 33 Tribal Conservation Districts. ",,Benefits & Financial Assistance,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Planning,"Technical Processes, Tools, and Other Technical Resources",https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/technical/cta/?cid=nrcs143_008365,nrcs.usda.gov,"The CTA Program provides land users with proven conservation technology and the delivery system needed to achieve the benefits of a healthy and productive landscape. The primary purposes of the CTA Program are to:
Reduce soil loss from erosion
Solve soil, water quality, water conservation, air quality, and agricultural waste management problems
Reduce potential damage caused by excess water and sedimentation or drought
Enhance the quality of fish and wildlife habitat
Improve the long term sustainability of all lands, including cropland, forestland, grazing lands, coastal lands, and developed and/or developing lands
Assist others in facilitating changes in land use as needed for natural resource protection and sustainability",,"Technical Processes, Tools, and Other Technical Resources",,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Customer Service Toolkit,"Technical Processes, Tools, and Other Technical Resources",https://aglearn.usda.gov/customcontent/NRCS/Consplan/module2/toolkit.html,aglearn.usda.gov,"The Customer Service Toolkit software facilitates the electronic development, presentation, and dissemination of information by service center field staff working on site with customers away from the office. The Toolkit enables field staff to display and share agency program and technical information with USDA customers, such as conservation plans, soils interpretations, and conservation programs. The Toolkit is used to develop and provide this information as custom products for customers while working in the field or while interacting with the customer in the service center office. ",,"Technical Processes, Tools, and Other Technical Resources",,,,Yes,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Limited Resource Farmer/Rancher Self-Determination Tool,"Technical Processes, Tools, and Other Technical Resources",https://lrftool.sc.egov.usda.gov/,lrftool.sc.egov.usda.gov,"The purpose of this program is to ensure that USDA programs are administered in a way that enables small or limited resource farmers to maintain and develop economic viability in farm operations, to ensure USDA financial and technical assistance programs and activities reach small and limited resource farmers and ranchers, and to ensure technical practices and information are relevant to the needs of these farmers and ranchers.",,"Technical Processes, Tools, and Other Technical Resources",,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,National Environmental Policy Act (NEPA) Documents,"Technical Processes, Tools, and Other Technical Resources",https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/technical/ecosciences/ec/?cid=nrcs143_008451,nrcs.usda.gov,This portal houses NRCS NEPA Documents and Supporting Analysis,"Appears to be more of a directory than a true program, use this to gather information about more programs","Technical Processes, Tools, and Other Technical Resources",,,,,Yes,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Rapid Watershed Assessment,"Technical Processes, Tools, and Other Technical Resources",https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/technical/nra/ceap/?cid=stelprdb1042191,nrcs.usda.gov,"The Natural Resources Conservation Service (NRCS) is encouraging the development of rapid watershed assessments in order to increase the speed and efficiency generating information to guide conservation implementation, as well as the speed and efficiency of putting it into the hands of local decision makers.",,"Technical Processes, Tools, and Other Technical Resources",,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Animal Feeding Operations,Conservation Issues and Strategies,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/plantsanimals/livestock/afo/,nrcs.usda.gov,"The U.S. Environmental Protection Agency (EPA) defines AFOs
 as agricultural enterprises where animals are kept and raised in 
confined situations. AFOs congregate animals, feed, manure and urine, 
dead animals, and production operations on a small land area. Feed is 
brought to the animals rather than the animals grazing or otherwise 
seeking feed in pastures, fields, or on rangeland. There are 
approximately 450,000 AFOs in the United States.

A CAFO is another EPA term for a large concentrated AFO.  A CAFO is 
an AFO with more than 1000 animal units (an animal unit is defined as an
 animal equivalent of 1000 pounds live weight and equates to 1000 head 
of beef cattle, 700 dairy cows, 2500 swine weighing more than 55 lbs, 
125 thousand broiler chickens, or 82 thousand laying hens or pullets) 
confined on site for more than 45 days during the year.  Any size AFO 
that discharges manure or wastewater into a natural or man-made ditch, 
stream or other waterway is defined as a CAFO, regardless of size.  
CAFOs are regulated by EPA under the Clean Water Act in both the 2003 
and 2008 versions of the ""CAFO"" rule.



USDA’s goal is for AFO/CAFO owners and operators to take voluntary 
actions to minimize potential air and water pollutants from storage 
facilities, confinement areas, and land application areas.  NRCS can 
help landowners achieve this goal by providing technical and in many 
cases financial assistance, for the adoption of practices that will 
protect our natural resources.",,Conservation,,,,Yes,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Nutrient and Pest Management,Conservation Issues and Strategies,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/landuse/crops/npm/,nrcs.usda.gov,"Nutrient Management is defined as the management of the 4R's of Nutrient Management:

    Right amount (rate)
    Right source
    Right placement (method of application)
    Right timing of commercial fertilizers, manure, soil amendments, and organic by-products to agricultural landscapes as a source of plant nutrients while protecting local air, soil and water quality. 
",,Conservation,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,National Resources Inventory,Resource Inventory and Assessment,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/technical/nra/nri/,nrcs.usda.gov,A statistical survey of land use and natural resource conditions and trends on U.S. non-Federal lands.,,Research,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Snow Survey and Water Supply Forecasting,Resource Inventory and Assessment,https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/water/snowsurvey/,nrcs.usda.gov,"Most of the annual streamflow in the western United States originates as snowfall that has 
accumulated in the mountains during the winter and early spring. As 
snowpack accumulates each year, NRCS hydrologists measure the snow and 
estimate the runoff that will occur when it melts.

To predict this annual runoff, the Snow Survey & Water Supply Forecasting Program manages and maintains a comprehensive network of manually-measured snow courses and automated Snow Telemetry (SNOTEL)
 monitoring sites throughout the West. Administered by the National 
Water & Climate Center, the Program collects and distributes timely,
 quality-controlled snowpack, water supply, and soil climate data to 
users worldwide.",,Research,"$9,000,000",,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,State Technical Committees,"Technical Processes, Tools, and Other Technical Resources",https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/technical/stc/,nrcs.usda.gov,State Technical Committees serve in an advisory capacity to the Natural Resources Conservation Service (NRCS) and other agencies of the U.S. Department of Agriculture (USDA) on the implementation of the natural resources conservation provisions of Farm Bill legislation. Committees are intended to include members from a wide variety of natural resource and agricultural interests.,,"Technical Processes, Tools, and Other Technical Resources",,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Soil Survey Program,Resource Inventory and Assessment,https://www.nrcs.usda.gov/wps/portal/nrcs/site/soils/home/,nrcs.usda.gov,"Soils is part of the National Cooperative Soil Survey, an effort of Federal and State agencies, universities, and professional societies to deliver science-based soil information.",,Research,"$80,000,000",,,Yes,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Compliance - Highly Erodible Land and Wetland Conservation,"Compliance, Appeals, Mediation, Relief",https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/alphabetical/camr/?cid=nrcs143_008440,nrcs.usda.gov,"Highly Erodible Land Conservation (HELC) and Wetland Conservation (WC) provisions aim to reduce soil loss on erosion-prone lands and to protect wetlands for the multiple benefits they provide. HELC and WC provisions apply to all land that is considered highly erodible or a wetland, and that is owned or farmed by persons voluntarily participating in USDA programs, unless USDA determines an exemption applies.",,Emphasis Area,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Program Appeals,"Compliance, Appeals, Mediation, Relief",https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/alphabetical/camr/?cid=nrcs143_008442,nrcs.usda.gov,"An appeal is a written request by an NRCS or USDA applicant or participant of any technical determination or decision made by the agency that an applicant or participant might consider to be adverse to their interests. The decisions may include any of the following examples:

    Highly Erodible Land Determinations
    Wetland Determinations or Violations
    Conservation Program Eligibility
    Conservation Program Contract Violations
    Easement Violations
    Non-Compliance with Regulations
    Other Program Issues
",,Emphasis Area,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Conservation Program Mediation,"Compliance, Appeals, Mediation, Relief",https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/alphabetical/camr/?cid=nrcs143_008444,nrcs.usda.gov,"Any USDA program participant that receives an adverse technical determination or decision from NRCS must be given rights to mediate the decision. This authority, as set forth in Title II of the Federal Crop Insurance Reform and Department of Agriculture Reorganization Act of 1994, 7 U.S.C. 6995 (Public Law 103-354), and 7 Code of Federal Regulations (CFR) 614.",,Emphasis Area,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Environmental Justice,"Compliance, Appeals, Mediation, Relief",https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/about/justice/,nrcs.usda.gov,"Environmental Justice is defined as the fair treatment and meaningful
 involvement of all people regardless of race, color, national origin or
 income regarding the development, implementation and enforcement of 
environmental laws, regulations and policies.

Environmental Justice is achieved when all citizens enjoy the same 
degree of protections and equal access to the Natural Resources 
Conservation Service’s (NRCS) programs and services to achieve a healthy
 environment in which to live, learn and work. No group of citizens 
should bear a disproportionate burden of environmental harms and risks, 
including those resulting from the adverse environmental consequences of
 conservation laws, regulations and policies.",,Emphasis Area,,,,Yes,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,Equitable Relief,"Compliance, Appeals, Mediation, Relief",https://www.nrcs.usda.gov/wps/portal/nrcs/detail/national/programs/alphabetical/camr/?cid=nrcs143_008446,nrcs.usda.gov,"The Farm Security and Rural Investment Act of 2002, Public Law 107-171, Section 1613 (2002 Farm Bill) has set forth provisions where NRCS program participants, as defined at Section 1613(a)(3), may apply for equitable relief when a determination of non-compliance with a covered conservation program requirement has been issued.",,Emphasis Area,,,,,,Erik Bethke
Natural Resources Conservation Service (NRCS),Farm Production and Conservation (FPAC),,International Programs,"Technical Processes, Tools, and Other Technical Resources",https://www.nrcs.usda.gov/wps/portal/nrcs/main/national/programs/alphabetical/international/,nrcs.usda.gov,"The role of international programs in NRCS is to help other countries utilize their natural resources without depleting them by providing technical assistance; exchanging scientific and technical information; contributing to the overall achievement of U.S. foreign policy that seeks to promote economic stability, reduce poverty, and solve world food problems; and providing opportunities that will broaden and increase the technical knowledge and professional capability of NRCS personnel.",,"Technical Processes, Tools, and Other Technical Resources",,,,,,Erik Bethke
